"word","definition","quizId","questionNumber","randomDefOne","randomDefTwo","randomDefThree"
"immutable","that cannot be changed","5bb70604b9e91037328e61b0","17","a model example or pattern","a stupid, insensitive person","merry person"
"forgery","counterfeit","5bb70604b9e91037328e61b0","18","easily gulled","person much smaller the usual size","cowardice a cowardly giving up"
"woo","try to win","5bb70604b9e91037328e61b0","19","move force from the place occupied","sweet-smelling","witness/evidence"
"cordial","warm and sincere","5bb70604b9e91037328e61b0","20","having both of two contrary meanings","sound in judgment; wise","in the highest degree"
"cumbersome","burdensome; heavy and awkward to carry","5bb70604b9e91037328e61b0","21","speak distinctly; connect by joints","total rejection of all religious and moral beliefs","try to avoid by sophistication"
"beguile","mislead or delude; cheat; pass time","5bb70604b9e91037328e61b0","22","number of ships; quick-moving","smell","a hasty escape; flight."
"retrograde","receding","5bb70604b9e91037328e61b0","23","easily controlled or guided","write hastily","pompous self important"
"sheath","cover for the blade of a weapon or a tool","5bb70604b9e91037328e61b0","24","one-sided committed to a party biased or prejudiced","tale story fibers for knitting","sparkle"
"bewilder","puzzle; confuse","5bb70604b9e91037328e61b0","25","have more power than others","tiny bits of wood","to consume (liquids) by drinking; drink"
"knit","draw together; unite firmly","5bb70604b9e91037328e61b1","1","incapable of failure or error","improve; make better","marked by the characteristics of an earlier period"
"chortle","loud chuckle of pleasure or amusement","5bb70604b9e91037328e61b1","2","be enough","liking to give hospitality","medicine used against a poison or a disease"
"unscathed","unharmed unhurt","5bb70604b9e91037328e61b1","3","weapon with a metal point on a long shaft","take in by swallowing","to make great efforts, to struggle"
"jabber","talk excitedly; utter rapidly","5bb70604b9e91037328e61b1","4","spread into every part of","a manner of walking, stepping, or running","able to use the left hand or the right equally well"
"pivotal","of great importance (others depend on it)","5bb70604b9e91037328e61b1","5","of the power of forming a solution","lazy slow-moving person","a person or thing that precedes, as in a process or job."
"implosion","collapse; bursting inward","5bb70604b9e91037328e61b1","6","anticipatory fear; premonition","yield, die","one who loves mankind"
"superimpose","put something on the top","5bb70604b9e91037328e61b1","7","sentence within another one something separated","fail/move/fall clumsily","Looking back on past"
"centurion","leader of a unit of 100 soldiers","5bb70604b9e91037328e61b1","8","free giving; generosity","postpone","doubtful; uncertain"
"repel","refuse to accept/cause dislike","5bb70604b9e91037328e61b1","9","worked out with much care in great detail","turned to bone; hardened like bone; Inflexible","one who turns towards himself"
"calipers","metal supports attached to the legs measuring instrument","5bb70604b9e91037328e61b1","10","change to a thick and solid state","fluent speaking skillful use of language","boastful"
"enigma","something that is puzzling","5bb70604b9e91037328e61b1","11","yellow metal (mixing copper and zinc)","say or do again several times","attract, lure"
"buoyant","able to float; light-hearted","5bb70604b9e91037328e61b1","12","yielding easily shaped; moldable; adapting","unoriginal; obtained from another source","state of being balanced"
"redeem","get back by payment compensate","5bb70604b9e91037328e61b1","13","quality or condition of being sober","half-solid lump formed from liquid","make (pain) easier to bear"
"impede","hinder; get in the way of","5bb70604b9e91037328e61b1","14","lively high-spirited","measure hoe heavy something is","add beauty; decorate"
"concur","agree in opinion happen together","5bb70604b9e91037328e61b1","15","regular customer person who gives support","person who travels regularly","malicious; evil; having or showing ill will"
"recitals","a number of performance of music","5bb70604b9e91037328e61b1","16","that cannot be changed","rising or falling sharply","examining one's own thoughts and feelings"
"treacherous","not to be trusted, perfidious","5bb70604b9e91037328e61b1","17","counterfeit","Self-love","government ruled by old people"
"indulgent","inclined to indulge","5bb70604b9e91037328e61b1","18","try to win","person who has given help","make worse; irritate"
"boisterous","noisy; restraint","5bb70604b9e91037328e61b1","19","warm and sincere","trying to please; obliging","Suggest or imply in addition to the precise, literal meaning"
"pilferer","to steal, especially in small quantities","5bb70604b9e91037328e61b1","20","burdensome; heavy and awkward to carry","request","to hate; to detest"
"foster","nurture; care for","5bb70604b9e91037328e61b1","21","mislead or delude; cheat; pass time","quality of being limited; not extreme","active; quick-moving"
"resuscitation","coming back to consciousness","5bb70604b9e91037328e61b1","22","receding","lasting","to make an effort, to try very hard"
"stride","walk with long steps","5bb70604b9e91037328e61b1","23","cover for the blade of a weapon or a tool","too strong to be defeated","wander lose one's way"
"apartheid","brutal racial discrimination","5bb70604b9e91037328e61b1","24","puzzle; confuse","trouble disturbance","restore something to better condition"
"misanthrope","person who hates mankind","5bb70604b9e91037328e61b1","25","draw together; unite firmly","lacking solidarity, strength","mix; combine; unite societies"
"edify","instruct; correct morally","5bb70604b9e91037328e61b2","1","loud chuckle of pleasure or amusement","form of a frog when it leaves the egg","course of study"
"eulogy","formal praise panegyric","5bb70604b9e91037328e61b2","2","unharmed unhurt","settle a quarrel restore peace","feeling sleepy half asleep"
"arcane","known or understood by very few","5bb70604b9e91037328e61b2","3","talk excitedly; utter rapidly","secret with a hidden meaning","cause or have difficulty in breathing"
"bogus","sham; counterfeit; not genuine","5bb70604b9e91037328e61b2","4","of great importance (others depend on it)","the saving of property from loss","succession connected line of"
"dexterity","skill (esp. in handling)","5bb70604b9e91037328e61b2","5","collapse; bursting inward","porous rubber for washing live at once expense","a person who is attracted to foreign peoples cultures"
"lampoon","publicly mock or ridicule","5bb70604b9e91037328e61b2","6","put something on the top","health of mind soundness of judgment","happening from time to time"
"evasive","tending to evade","5bb70604b9e91037328e61b2","7","leader of a unit of 100 soldiers","twisting force causing rotation","close connection; relationship"
"skit","short piece of humorous writing","5bb70604b9e91037328e61b2","8","refuse to accept/cause dislike","enclose in capsule","smell (especially pleasant)"
"garrulous","too talkative","5bb70604b9e91037328e61b2","9","metal supports attached to the legs measuring instrument","show much fondness center one's attention","Bold"
"incongruous","out of place; not in harmony or agreement","5bb70604b9e91037328e61b2","10","something that is puzzling","splitting or division (esp. of cells)","undress"
"substantiation","giving facts to support (statement)","5bb70604b9e91037328e61b2","11","able to float; light-hearted","changeable inconstant fickle unstable explosive","Keen, quick, accurate insight or judgment"
"multifarious","varied; motley; greatly diversified","5bb70604b9e91037328e61b2","12","get back by payment compensate","to debase by mixing with something inferior","made up of different kinds"
"indefatigability","not easily exhaustible; tirelessness","5bb70604b9e91037328e61b2","13","hinder; get in the way of","in a state of inactivity but awaiting development","cruel killing of a large number of people"
"convoluted","complicated;coiled; twisted","5bb70604b9e91037328e61b2","14","agree in opinion happen together","brave,behaves well with women","strong dislike"
"feud","bitter quarrel over a long period of time","5bb70604b9e91037328e61b2","15","a number of performance of music","causing grief or pain; serious dire grave","process of burning"
"euthanasia","easy and painless death","5bb70604b9e91037328e61b2","16","not to be trusted, perfidious","keep the memory of","making unpure; poorer in quality"
"repulsive","causing a feeling of disgust","5bb70604b9e91037328e61b2","17","inclined to indulge","A piece of broken pottery","make quiet or calm"
"refine","make or become pure cultural","5bb70604b9e91037328e61b2","18","noisy; restraint","falsely making oneself appear to be good","doing or happening something before the right time"
"underbid","make a lower bid then somebody else","5bb70604b9e91037328e61b2","19","to steal, especially in small quantities","get rid of pull up by the roots","easily injured broken or destroyed"
"concoct","invent, prepare by mixing together","5bb70604b9e91037328e61b2","20","nurture; care for","steel tool for shaping materials","Bequest or inheritance"
"turquoise","greenish-blue precious stone","5bb70604b9e91037328e61b2","21","coming back to consciousness","fill with fury or rage","put under water liquid sink out of sight"
